id,pais_id,año,INB_percapita,nivel_id
822,29.0,2004,3350.0,1.0
823,29.0,2003,2990.0,1.0
824,29.0,2002,3100.0,1.0
825,29.0,2001,3340.0,1.0
826,29.0,2000,3940.0,1.0
827,29.0,1999,4220.0,2.0
828,29.0,1998,4960.0,2.0
829,29.0,1997,5100.0,2.0
830,29.0,1996,4410.0,2.0
831,29.0,1995,3430.0,1.0
832,29.0,1994,2670.0,1.0
833,29.0,1993,2310.0,1.0
834,29.0,1992,2340.0,1.0
835,29.0,1991,2390.0,1.0
836,29.0,1990,2200.0,1.0
837,31.0,2020,31510.0,3.0
838,31.0,2019,32230.0,3.0
839,31.0,2018,29390.0,3.0
840,31.0,2017,29800.0,3.0
841,31.0,2016,33170.0,3.0
842,31.0,2015,38850.0,3.0
843,31.0,2014,43090.0,3.0
844,31.0,2013,45320.0,3.0
845,31.0,2012,42370.0,3.0
846,31.0,2011,35520.0,3.0
847,31.0,2010,33300.0,3.0
848,31.0,2009,32460.0,3.0
849,31.0,2008,34150.0,3.0
850,31.0,2007,30930.0,3.0
851,31.0,2006,27580.0,3.0
852,31.0,2005,23090.0,3.0
853,31.0,2004,19990.0,3.0
854,31.0,2003,17800.0,3.0
855,31.0,2002,17140.0,3.0
856,31.0,2001,16070.0,3.0
857,31.0,2000,14680.0,3.0
858,31.0,1999,14040.0,3.0
859,31.0,1998,14420.0,3.0
860,31.0,1997,16220.0,3.0
861,31.0,1996,16210.0,3.0
862,31.0,1995,15680.0,3.0
863,31.0,1994,15090.0,3.0
864,31.0,1993,15030.0,3.0
865,31.0,1992,15160.0,3.0
866,31.0,1991,13580.0,3.0
867,31.0,1990,12460.0,3.0
868,21.0,2020,9630.0,2.0
869,21.0,2019,9500.0,2.0
870,21.0,2018,8530.0,2.0
871,21.0,2017,7610.0,2.0
872,21.0,2016,7400.0,2.0
873,21.0,2015,7430.0,2.0
874,21.0,2014,7700.0,2.0
875,21.0,2013,7590.0,2.0
876,21.0,2012,7490.0,2.0
877,21.0,2011,7260.0,2.0
878,21.0,2010,7010.0,2.0
879,21.0,2009,6680.0,2.0
880,21.0,2008,6070.0,2.0
881,21.0,2007,4820.0,2.0
882,21.0,2006,4300.0,2.0
883,21.0,2005,3800.0,1.0
884,21.0,2004,3060.0,1.0
885,21.0,2003,2370.0,1.0
886,21.0,2002,1970.0,1.0
887,21.0,2001,1770.0,1.0
888,21.0,2000,1660.0,1.0
889,21.0,1999,1480.0,1.0
890,21.0,1998,1440.0,1.0
891,21.0,1997,1460.0,1.0
892,21.0,1996,1590.0,1.0
893,21.0,1995,1520.0,1.0
894,21.0,1994,1240.0,1.0
895,21.0,1993,1250.0,1.0
896,21.0,1992,1430.0,1.0
897,21.0,1991,1620.0,1.0
898,21.0,1990,2250.0,1.0
899,19.0,2020,770.0,0.0
900,19.0,2019,770.0,0.0
901,19.0,2018,750.0,0.0
902,19.0,2017,670.0,0.0
903,19.0,2016,680.0,0.0
904,19.0,2015,700.0,0.0
905,19.0,2014,760.0,0.0
906,19.0,2013,770.0,0.0
907,19.0,2012,730.0,0.0
908,19.0,2011,680.0,0.0
909,19.0,2010,650.0,0.0
910,19.0,2009,610.0,0.0
911,19.0,2008,570.0,0.0
912,19.0,2007,510.0,0.0
913,19.0,2006,490.0,0.0
914,19.0,2005,460.0,0.0
915,19.0,2004,390.0,0.0
916,19.0,2003,320.0,0.0
917,19.0,2002,270.0,0.0
918,19.0,2001,280.0,0.0
919,19.0,2000,270.0,0.0
920,19.0,1999,270.0,0.0
921,19.0,1998,250.0,0.0
922,19.0,1997,250.0,0.0
923,19.0,1996,250.0,0.0
924,19.0,1995,250.0,0.0
925,19.0,1994,280.0,0.0
926,19.0,1993,360.0,0.0
927,19.0,1992,370.0,0.0
928,19.0,1991,360.0,0.0
929,19.0,1990,330.0,0.0
930,16.0,2020,230.0,0.0
931,16.0,2019,240.0,0.0
932,16.0,2018,250.0,0.0
933,16.0,2017,260.0,0.0
934,16.0,2016,260.0,0.0
935,16.0,2015,260.0,0.0
936,16.0,2014,260.0,0.0
937,16.0,2013,260.0,0.0
938,16.0,2012,250.0,0.0
939,16.0,2011,230.0,0.0
940,16.0,2010,220.0,0.0
941,16.0,2009,200.0,0.0
942,16.0,2008,190.0,0.0
943,16.0,2007,170.0,0.0
944,16.0,2006,150.0,0.0
945,16.0,2005,140.0,0.0
946,16.0,2004,120.0,0.0
947,16.0,2003,120.0,0.0
948,16.0,2002,130.0,0.0
949,16.0,2001,130.0,0.0
950,16.0,2000,130.0,0.0
951,16.0,1999,140.0,0.0
952,16.0,1998,150.0,0.0
953,16.0,1997,150.0,0.0
954,16.0,1996,140.0,0.0
955,16.0,1995,150.0,0.0
956,16.0,1994,160.0,0.0
957,16.0,1993,180.0,0.0
958,16.0,1992,210.0,0.0
959,16.0,1991,220.0,0.0
960,16.0,1990,220.0,0.0
961,47.0,2020,3060.0,1.0
962,47.0,2019,3630.0,1.0
963,47.0,2018,3400.0,1.0
964,47.0,2017,3080.0,1.0
965,47.0,2016,3130.0,1.0
966,47.0,2015,3210.0,1.0
967,47.0,2014,3360.0,1.0
968,47.0,2013,3490.0,1.0
969,47.0,2012,3440.0,1.0
970,47.0,2011,3510.0,1.0
971,47.0,2010,3400.0,1.0
972,47.0,2009,3480.0,1.0
973,47.0,2008,3300.0,1.0
974,47.0,2007,2820.0,1.0
975,47.0,2006,2300.0,1.0
976,47.0,2005,2160.0,1.0
977,47.0,2004,1900.0,1.0
978,47.0,2003,1520.0,1.0
979,47.0,2002,1300.0,1.0
980,47.0,2001,1350.0,1.0
981,47.0,2000,1410.0,1.0
982,47.0,1999,1370.0,1.0
983,47.0,1998,1330.0,1.0
984,47.0,1997,1350.0,1.0
985,47.0,1996,1350.0,1.0
986,47.0,1995,1410.0,1.0
987,47.0,1994,1300.0,1.0
988,47.0,1993,1190.0,1.0
989,47.0,1992,1040.0,1.0
990,47.0,1991,910.0,0.0
991,47.0,1990,900.0,0.0
992,121.0,2020,1510.0,1.0
993,121.0,2019,1530.0,1.0
994,121.0,2018,1380.0,1.0
995,121.0,2017,1230.0,1.0
996,121.0,2016,1140.0,1.0
997,121.0,2015,1060.0,1.0
998,121.0,2014,1020.0,0.0
999,121.0,2013,970.0,0.0
1000,121.0,2012,880.0,0.0
1001,121.0,2011,810.0,0.0
1002,121.0,2010,750.0,0.0
1003,121.0,2009,700.0,0.0
1004,121.0,2008,670.0,0.0
1005,121.0,2007,590.0,0.0
1006,121.0,2006,520.0,0.0
1007,121.0,2005,460.0,0.0
1008,121.0,2004,400.0,0.0
1009,121.0,2003,350.0,0.0
1010,121.0,2002,320.0,0.0
1011,121.0,2001,310.0,0.0
1012,121.0,2000,300.0,0.0
1013,121.0,1999,300.0,0.0
1014,121.0,1998,290.0,0.0
1015,121.0,1997,320.0,0.0
1016,121.0,1996,320.0,0.0
1017,121.0,1995,250.0,0.0
1018,121.0,1994,,
1019,121.0,1993,,
1020,121.0,1992,,
1021,121.0,1991,,
1022,121.0,1990,,
1023,42.0,2020,1520.0,1.0
1024,42.0,2019,1540.0,1.0
1025,42.0,2018,1490.0,1.0
1026,42.0,2017,1390.0,1.0
1027,42.0,2016,1440.0,1.0
1028,42.0,2015,1500.0,1.0
1029,42.0,2014,1540.0,1.0
1030,42.0,2013,1480.0,1.0
1031,42.0,2012,1420.0,1.0
1032,42.0,2011,1420.0,1.0
1033,42.0,2010,1400.0,1.0
1034,42.0,2009,1410.0,1.0
1035,42.0,2008,1310.0,1.0
1036,42.0,2007,1200.0,1.0
1037,42.0,2006,1160.0,1.0
1038,42.0,2005,1100.0,1.0
1039,42.0,2004,990.0,0.0
1040,42.0,2003,790.0,0.0
1041,42.0,2002,670.0,0.0
1042,42.0,2001,670.0,0.0
1043,42.0,2000,700.0,0.0
1044,42.0,1999,730.0,0.0
1045,42.0,1998,740.0,0.0
1046,42.0,1997,760.0,0.0
1047,42.0,1996,740.0,0.0
1048,42.0,1995,830.0,0.0
1049,42.0,1994,850.0,0.0
1050,42.0,1993,950.0,0.0
1051,42.0,1992,930.0,0.0
1052,42.0,1991,900.0,0.0
1053,42.0,1990,970.0,0.0
1054,35.0,2020,43540.0,3.0
1055,35.0,2019,46540.0,3.0
1056,35.0,2018,45080.0,3.0
1057,35.0,2017,42900.0,3.0
1058,35.0,2016,43890.0,3.0
1059,35.0,2015,47590.0,3.0
1060,35.0,2014,52200.0,3.0
1061,35.0,2013,52800.0,3.0
1062,35.0,2012,51080.0,3.0
1063,35.0,2011,47190.0,3.0
1064,35.0,2010,44490.0,3.0
1065,35.0,2009,43230.0,3.0
1066,35.0,2008,45650.0,3.0
1067,35.0,2007,43090.0,3.0
1068,35.0,2006,38510.0,3.0
1069,35.0,2005,34810.0,3.0
1070,35.0,2004,29900.0,3.0
1071,35.0,2003,25860.0,3.0
1072,35.0,2002,23610.0,3.0
1073,35.0,2001,23030.0,3.0
1074,35.0,2000,22620.0,3.0
1075,35.0,1999,21210.0,3.0
1076,35.0,1998,,
1077,35.0,1997,,
1078,35.0,1996,,
1079,35.0,1995,,
1080,35.0,1994,,
1081,35.0,1993,,
1082,35.0,1992,,
1083,35.0,1991,,
1084,35.0,1990,,
1085,52.0,2020,63370.0,3.0
1086,52.0,2019,66880.0,3.0
1087,52.0,2018,59480.0,3.0
1088,52.0,2017,52840.0,3.0
1089,52.0,2016,48240.0,3.0
1090,52.0,2015,44380.0,3.0
1091,52.0,2014,42930.0,3.0
1092,52.0,2013,44030.0,3.0
1093,52.0,2012,49570.0,3.0
1094,52.0,2011,71050.0,3.0
1095,52.0,2010,70220.0,3.0
1096,52.0,2009,,
1097,52.0,2008,,
1098,52.0,2007,,
1099,52.0,2006,,
1100,52.0,2005,,
1101,52.0,2004,,
1102,52.0,2003,,
1103,52.0,2002,,
1104,52.0,2001,,
1105,52.0,2000,,
1106,52.0,1999,,
1107,52.0,1998,,
1108,52.0,1997,,
1109,52.0,1996,,
1110,52.0,1995,,
1111,52.0,1994,,
1112,52.0,1993,,
1113,52.0,1992,,
1114,52.0,1991,,
1115,52.0,1990,,
1116,34.0,2020,510.0,0.0
1117,34.0,2019,520.0,0.0
1118,34.0,2018,490.0,0.0
1119,34.0,2017,440.0,0.0
1120,34.0,2016,410.0,0.0
1121,34.0,2015,400.0,0.0
1122,34.0,2014,390.0,0.0
1123,34.0,2013,380.0,0.0
1124,34.0,2012,570.0,0.0
1125,34.0,2011,530.0,0.0
1126,34.0,2010,510.0,0.0
1127,34.0,2009,480.0,0.0
1128,34.0,2008,420.0,0.0
1129,34.0,2007,380.0,0.0
1130,34.0,2006,350.0,0.0
1131,34.0,2005,340.0,0.0
1132,34.0,2004,300.0,0.0
1133,34.0,2003,260.0,0.0
1134,34.0,2002,250.0,0.0
1135,34.0,2001,260.0,0.0
1136,34.0,2000,260.0,0.0
1137,34.0,1999,280.0,0.0
1138,34.0,1998,280.0,0.0
1139,34.0,1997,300.0,0.0
1140,34.0,1996,300.0,0.0
1141,34.0,1995,350.0,0.0
1142,34.0,1994,370.0,0.0
1143,34.0,1993,450.0,0.0
1144,34.0,1992,470.0,0.0
1145,34.0,1991,480.0,0.0
1146,34.0,1990,480.0,0.0
1147,225.0,2020,630.0,0.0
1148,225.0,2019,700.0,0.0
1149,225.0,2018,680.0,0.0
1150,225.0,2017,640.0,0.0
1151,225.0,2016,730.0,0.0
1152,225.0,2015,880.0,0.0
1153,225.0,2014,980.0,0.0
1154,225.0,2013,970.0,0.0
1155,225.0,2012,960.0,0.0
1156,225.0,2011,890.0,0.0
1157,225.0,2010,910.0,0.0
1158,225.0,2009,830.0,0.0
1159,225.0,2008,700.0,0.0
1160,225.0,2007,630.0,0.0
1161,225.0,2006,530.0,0.0
1162,225.0,2005,470.0,0.0
1163,225.0,2004,340.0,0.0
1164,225.0,2003,210.0,0.0
1165,225.0,2002,200.0,0.0
1166,225.0,2001,190.0,0.0
1167,225.0,2000,180.0,0.0
1168,225.0,1999,200.0,0.0
1169,225.0,1998,220.0,0.0
1170,225.0,1997,210.0,0.0
1171,225.0,1996,200.0,0.0
1172,225.0,1995,210.0,0.0
1173,225.0,1994,220.0,0.0
1174,225.0,1993,240.0,0.0
1175,225.0,1992,330.0,0.0
1176,225.0,1991,290.0,0.0
1177,225.0,1990,270.0,0.0
1178,39.0,2020,13120.0,3.0
1179,39.0,2019,14900.0,3.0
1180,39.0,2018,14580.0,3.0
1181,39.0,2017,13260.0,3.0
1182,39.0,2016,13340.0,3.0
1183,39.0,2015,14130.0,3.0
1184,39.0,2014,14770.0,3.0
1185,39.0,2013,15180.0,3.0
1186,39.0,2012,14270.0,3.0
1187,39.0,2011,11930.0,2.0
1188,39.0,2010,10790.0,2.0
1189,39.0,2009,9950.0,2.0
1190,39.0,2008,10030.0,2.0
1191,39.0,2007,8770.0,2.0
1192,39.0,2006,7420.0,2.0
1193,39.0,2005,6260.0,2.0
1194,39.0,2004,5260.0,2.0
1195,39.0,2003,4620.0,2.0
1196,39.0,2002,4570.0,2.0
1197,39.0,2001,4830.0,2.0
1198,39.0,2000,5080.0,2.0
1199,39.0,1999,5160.0,2.0
1200,39.0,1998,5520.0,2.0
1201,39.0,1997,5620.0,2.0
1202,39.0,1996,5080.0,2.0
1203,39.0,1995,4420.0,2.0
1204,39.0,1994,3730.0,1.0
1205,39.0,1993,3440.0,1.0
1206,39.0,1992,3120.0,1.0
1207,39.0,1991,2600.0,1.0
1208,39.0,1990,2350.0,1.0
1209,40.0,2020,10530.0,2.0
1210,40.0,2019,10310.0,2.0
1211,40.0,2018,9540.0,2.0
1212,40.0,2017,8670.0,2.0
1213,40.0,2016,8210.0,2.0
1214,40.0,2015,7890.0,2.0
1215,40.0,2014,7470.0,2.0
1216,40.0,2013,6740.0,2.0
1217,40.0,2012,5910.0,2.0
1218,40.0,2011,5040.0,2.0
1219,40.0,2010,4340.0,2.0
1220,40.0,2009,3680.0,1.0
1221,40.0,2008,3100.0,1.0
1222,40.0,2007,2510.0,1.0
1223,40.0,2006,2060.0,1.0
1224,40.0,2005,1760.0,1.0
1225,40.0,2004,1510.0,1.0
1226,40.0,2003,1280.0,1.0
1227,40.0,2002,1110.0,1.0
1228,40.0,2001,1010.0,0.0
1229,40.0,2000,940.0,0.0
1230,40.0,1999,860.0,0.0
1231,40.0,1998,800.0,0.0
1232,40.0,1997,750.0,0.0
1233,40.0,1996,650.0,0.0
1234,40.0,1995,540.0,0.0
1235,40.0,1994,470.0,0.0
1236,40.0,1993,420.0,0.0
1237,40.0,1992,390.0,0.0
1238,40.0,1991,350.0,0.0
1239,40.0,1990,330.0,0.0
1240,45.0,2020,5830.0,2.0
1241,45.0,2019,6570.0,2.0
1242,45.0,2018,6270.0,2.0
1243,45.0,2017,5940.0,2.0
1244,45.0,2016,6460.0,2.0
1245,45.0,2015,7330.0,2.0
1246,45.0,2014,8210.0,2.0
1247,45.0,2013,7960.0,2.0
1248,45.0,2012,7290.0,2.0
1249,45.0,2011,6320.0,2.0
1250,45.0,2010,5630.0,2.0
1251,45.0,2009,5140.0,2.0
1252,45.0,2008,4710.0,2.0
1253,45.0,2007,4120.0,2.0
1254,45.0,2006,3500.0,1.0
1255,45.0,2005,3000.0,1.0
1256,45.0,2004,2620.0,1.0
1257,45.0,2003,2370.0,1.0
1258,45.0,2002,2370.0,1.0
1259,45.0,2001,2330.0,1.0
1260,45.0,2000,2340.0,1.0
1261,45.0,1999,2330.0,1.0
1262,45.0,1998,2570.0,1.0
1263,45.0,1997,2660.0,1.0
1264,45.0,1996,2540.0,1.0
1265,45.0,1995,2350.0,1.0
1266,45.0,1994,2050.0,1.0
1267,45.0,1993,1740.0,1.0
1268,45.0,1992,1560.0,1.0
1269,45.0,1991,1380.0,1.0
1270,45.0,1990,1330.0,1.0
1271,46.0,2020,1410.0,1.0
1272,46.0,2019,1380.0,1.0
1273,46.0,2018,1370.0,1.0
1274,46.0,2017,1280.0,1.0
1275,46.0,2016,1320.0,1.0
1276,46.0,2015,1380.0,1.0
1277,46.0,2014,1490.0,1.0
1278,46.0,2013,1490.0,1.0
1279,46.0,2012,1420.0,1.0
1280,46.0,2011,1410.0,1.0
1281,46.0,2010,1380.0,1.0
1282,46.0,2009,1370.0,1.0
1283,46.0,2008,1290.0,1.0
1284,46.0,2007,1170.0,1.0
1285,46.0,2006,1130.0,1.0
1286,46.0,2005,1090.0,1.0
1287,46.0,2004,950.0,0.0
1288,46.0,2003,790.0,0.0
1289,46.0,2002,680.0,0.0
1290,46.0,2001,700.0,0.0
1291,46.0,2000,730.0,0.0
1292,46.0,1999,700.0,0.0
1293,46.0,1998,730.0,0.0
1294,46.0,1997,790.0,0.0
1295,46.0,1996,780.0,0.0
1296,46.0,1995,850.0,0.0
1297,46.0,1994,870.0,0.0
1298,46.0,1993,1080.0,1.0
1299,46.0,1992,1100.0,1.0
1300,46.0,1991,950.0,0.0
1301,46.0,1990,980.0,0.0
1302,43.0,2020,560.0,0.0
1303,43.0,2019,530.0,0.0
1304,43.0,2018,500.0,0.0
1305,43.0,2017,460.0,0.0
1306,43.0,2016,470.0,0.0
1307,43.0,2015,460.0,0.0
1308,43.0,2014,440.0,0.0
1309,43.0,2013,410.0,0.0
1310,43.0,2012,380.0,0.0
1311,43.0,2011,340.0,0.0
1312,43.0,2010,320.0,0.0
1313,43.0,2009,300.0,0.0
1314,43.0,2008,290.0,0.0
1315,43.0,2007,260.0,0.0
1316,43.0,2006,230.0,0.0
1317,43.0,2005,200.0,0.0
1318,43.0,2004,190.0,0.0
1319,43.0,2003,170.0,0.0
1320,43.0,2002,190.0,0.0
1321,43.0,2001,140.0,0.0
1322,43.0,2000,130.0,0.0
1323,43.0,1999,110.0,0.0
1324,43.0,1998,120.0,0.0
1325,43.0,1997,120.0,0.0
1326,43.0,1996,130.0,0.0
1327,43.0,1995,150.0,0.0
1328,43.0,1994,160.0,0.0
1329,43.0,1993,,
1330,43.0,1992,,
1331,43.0,1991,,
1332,43.0,1990,,
1333,44.0,2020,1820.0,1.0
1334,44.0,2019,1810.0,1.0
1335,44.0,2018,1790.0,1.0
1336,44.0,2017,1700.0,1.0
1337,44.0,2016,2220.0,1.0
1338,44.0,2015,3100.0,1.0
1339,44.0,2014,3990.0,1.0
1340,44.0,2013,3750.0,1.0
1341,44.0,2012,3500.0,1.0
1342,44.0,2011,2710.0,1.0
1343,44.0,2010,2750.0,1.0
1344,44.0,2009,2490.0,1.0
1345,44.0,2008,2150.0,1.0
1346,44.0,2007,1700.0,1.0
1347,44.0,2006,1600.0,1.0
1348,44.0,2005,1120.0,1.0
1349,44.0,2004,770.0,0.0
1350,44.0,2003,700.0,0.0
1351,44.0,2002,670.0,0.0
1352,44.0,2001,630.0,0.0
1353,44.0,2000,570.0,0.0
1354,44.0,1999,490.0,0.0
1355,44.0,1998,580.0,0.0
1356,44.0,1997,590.0,0.0
1357,44.0,1996,470.0,0.0
1358,44.0,1995,480.0,0.0
1359,44.0,1994,760.0,0.0
1360,44.0,1993,910.0,0.0
1361,44.0,1992,1060.0,1.0
1362,44.0,1991,960.0,0.0
1363,44.0,1990,930.0,0.0
1364,48.0,2020,11580.0,2.0
1365,48.0,2019,12120.0,2.0
1366,48.0,2018,11970.0,2.0
1367,48.0,2017,11500.0,2.0
1368,48.0,2016,11100.0,2.0
1369,48.0,2015,10700.0,2.0
1370,48.0,2014,10350.0,2.0
1371,48.0,2013,9930.0,2.0
1372,48.0,2012,9280.0,2.0
1373,48.0,2011,8090.0,2.0
1374,48.0,2010,7260.0,2.0
1375,48.0,2009,6540.0,2.0
1376,48.0,2008,6410.0,2.0
1377,48.0,2007,5680.0,2.0
1378,48.0,2006,5060.0,2.0
1379,48.0,2005,4640.0,2.0
1380,48.0,2004,4380.0,2.0
1381,48.0,2003,4030.0,2.0
1382,48.0,2002,3770.0,1.0
1383,48.0,2001,3670.0,1.0
1384,48.0,2000,3570.0,1.0
1385,48.0,1999,3460.0,1.0
1386,48.0,1998,3400.0,1.0
1387,48.0,1997,3350.0,1.0
1388,48.0,1996,3240.0,1.0
1389,48.0,1995,3180.0,1.0
1390,48.0,1994,2980.0,1.0
1391,48.0,1993,2740.0,1.0
1392,48.0,1992,2350.0,1.0
1393,48.0,1991,1950.0,1.0
1394,48.0,1990,1750.0,1.0
1395,41.0,2020,2280.0,1.0
1396,41.0,2019,2290.0,1.0
1397,41.0,2018,2180.0,1.0
1398,41.0,2017,2030.0,1.0
1399,41.0,2016,2050.0,1.0
1400,41.0,2015,2050.0,1.0
1401,41.0,2014,2020.0,1.0
1402,41.0,2013,1350.0,1.0
1403,41.0,2012,1240.0,1.0
1404,41.0,2011,1110.0,1.0
1405,41.0,2010,1230.0,1.0
1406,41.0,2009,1190.0,1.0
1407,41.0,2008,1090.0,1.0
1408,41.0,2007,970.0,0.0
1409,41.0,2006,940.0,0.0
1410,41.0,2005,930.0,0.0
1411,41.0,2004,770.0,0.0
1412,41.0,2003,630.0,0.0
1413,41.0,2002,570.0,0.0
1414,41.0,2001,600.0,0.0
1415,41.0,2000,650.0,0.0
1416,41.0,1999,730.0,0.0
1417,41.0,1998,760.0,0.0
1418,41.0,1997,670.0,0.0
1419,41.0,1996,540.0,0.0
1420,41.0,1995,700.0,0.0
1421,41.0,1994,680.0,0.0
1422,41.0,1993,750.0,0.0
1423,41.0,1992,780.0,0.0
1424,41.0,1991,760.0,0.0
1425,41.0,1990,780.0,0.0
1426,98.0,2020,14810.0,3.0
1427,98.0,2019,15540.0,3.0
1428,98.0,2018,14410.0,3.0
1429,98.0,2017,12980.0,3.0
1430,98.0,2016,12680.0,3.0
1431,98.0,2015,13270.0,3.0
1432,98.0,2014,13500.0,3.0
1433,98.0,2013,13760.0,3.0
1434,98.0,2012,13610.0,3.0
1435,98.0,2011,14230.0,3.0
1436,98.0,2010,14220.0,3.0
1437,98.0,2009,14240.0,3.0
1438,98.0,2008,14390.0,3.0
1439,98.0,2007,12780.0,3.0
1440,98.0,2006,11420.0,2.0
1441,98.0,2005,10250.0,2.0
1442,98.0,2004,8600.0,2.0
1443,98.0,2003,6730.0,2.0
1444,98.0,2002,5660.0,2.0
1445,98.0,2001,5350.0,2.0
1446,98.0,2000,5260.0,2.0
1447,98.0,1999,5230.0,2.0
1448,98.0,1998,5470.0,2.0
1449,98.0,1997,5570.0,2.0
1450,98.0,1996,,
1451,98.0,1995,,
1452,98.0,1994,,
1453,98.0,1993,,
1454,98.0,1992,,
1455,98.0,1991,,
1456,98.0,1990,,
1457,50.0,2020,,
1458,50.0,2019,,
1459,50.0,2018,8630.0,2.0
1460,50.0,2017,7950.0,2.0
1461,50.0,2016,7480.0,2.0
1462,50.0,2015,7230.0,2.0
1463,50.0,2014,6840.0,2.0
1464,50.0,2013,6640.0,2.0
1465,50.0,2012,6110.0,2.0
1466,50.0,2011,5630.0,2.0
1467,50.0,2010,5200.0,2.0
1468,50.0,2009,5110.0,2.0
1469,50.0,2008,5050.0,2.0
1470,50.0,2007,4750.0,2.0
1471,50.0,2006,4410.0,2.0
1472,50.0,2005,3960.0,1.0
1473,50.0,2004,3490.0,1.0
1474,50.0,2003,3100.0,1.0
1475,50.0,2002,2820.0,1.0
1476,50.0,2001,2760.0,1.0
1477,50.0,2000,2620.0,1.0
1478,50.0,1999,2400.0,1.0
1479,50.0,1998,2240.0,1.0
1480,50.0,1997,2500.0,1.0
1481,50.0,1996,2710.0,1.0
1482,50.0,1995,2550.0,1.0
1483,50.0,1994,2140.0,1.0
1484,50.0,1993,1870.0,1.0
1485,50.0,1992,2130.0,1.0
1486,50.0,1991,2340.0,1.0
1487,50.0,1990,2650.0,1.0
1488,53.0,2020,26490.0,3.0
1489,53.0,2019,28600.0,3.0
1490,53.0,2018,27330.0,3.0
1491,53.0,2017,24960.0,3.0
1492,53.0,2016,24720.0,3.0
1493,53.0,2015,26010.0,3.0
1494,53.0,2014,26530.0,3.0
1495,53.0,2013,27830.0,3.0
1496,53.0,2012,29680.0,3.0
1497,53.0,2011,32550.0,3.0
1498,53.0,2010,32040.0,3.0
1499,53.0,2009,32780.0,3.0
1500,53.0,2008,31970.0,3.0
1501,53.0,2007,27340.0,3.0
1502,53.0,2006,25600.0,3.0
1503,53.0,2005,23990.0,3.0
1504,53.0,2004,20260.0,3.0
1505,53.0,2003,16710.0,3.0
1506,53.0,2002,14510.0,3.0
1507,53.0,2001,14170.0,3.0
1508,53.0,2000,14180.0,3.0
1509,53.0,1999,14340.0,3.0
1510,53.0,1998,15490.0,3.0
1511,53.0,1997,14280.0,3.0
1512,53.0,1996,13880.0,3.0
1513,53.0,1995,12810.0,3.0
1514,53.0,1994,11680.0,2.0
1515,53.0,1993,10970.0,2.0
1516,53.0,1992,11020.0,2.0
1517,53.0,1991,9460.0,2.0
1518,53.0,1990,9300.0,2.0
1519,54.0,2020,22130.0,3.0
1520,54.0,2019,22110.0,3.0
1521,54.0,2018,20560.0,3.0
1522,54.0,2017,18310.0,3.0
1523,54.0,2016,17670.0,3.0
1524,54.0,2015,18370.0,3.0
1525,54.0,2014,18900.0,3.0
1526,54.0,2013,19410.0,3.0
1527,54.0,2012,19440.0,3.0
1528,54.0,2011,19460.0,3.0
1529,54.0,2010,19400.0,3.0
1530,54.0,2009,18840.0,3.0
1531,54.0,2008,18510.0,3.0
1532,54.0,2007,15850.0,3.0
1533,54.0,2006,14000.0,3.0
1534,54.0,2005,12480.0,3.0
1535,54.0,2004,10260.0,2.0
1536,54.0,2003,8110.0,2.0
1537,54.0,2002,6650.0,2.0
1538,54.0,2001,6350.0,2.0
1539,54.0,2000,6340.0,2.0
1540,54.0,1999,6110.0,2.0
1541,54.0,1998,6110.0,2.0
1542,54.0,1997,6160.0,2.0
1543,54.0,1996,5980.0,2.0
1544,54.0,1995,5150.0,2.0
1545,54.0,1994,4170.0,2.0
1546,54.0,1993,3500.0,1.0
1547,54.0,1992,3360.0,1.0
1548,54.0,1991,,
1549,54.0,1990,,
1550,58.0,2020,63010.0,3.0
1551,58.0,2019,63460.0,3.0
1552,58.0,2018,61260.0,3.0
1553,58.0,2017,56690.0,3.0
1554,58.0,2016,58040.0,3.0
1555,58.0,2015,60510.0,3.0
1556,58.0,2014,63670.0,3.0
1557,58.0,2013,63200.0,3.0
1558,58.0,2012,61650.0,3.0
1559,58.0,2011,61990.0,3.0
1560,58.0,2010,61220.0,3.0
1561,58.0,2009,60090.0,3.0
1562,58.0,2008,60390.0,3.0
1563,58.0,2007,55740.0,3.0
1564,58.0,2006,53540.0,3.0
1565,58.0,2005,49610.0,3.0
1566,58.0,2004,42640.0,3.0
1567,58.0,2003,34750.0,3.0
1568,58.0,2002,30850.0,3.0
1569,58.0,2001,31410.0,3.0
1570,58.0,2000,32580.0,3.0
1571,58.0,1999,33060.0,3.0
1572,58.0,1998,33460.0,3.0
1573,58.0,1997,35150.0,3.0
1574,58.0,1996,34770.0,3.0
1575,58.0,1995,32560.0,3.0
1576,58.0,1994,30360.0,3.0
1577,58.0,1993,28570.0,3.0
1578,58.0,1992,28700.0,3.0
1579,58.0,1991,25540.0,3.0
1580,58.0,1990,24370.0,3.0
1581,56.0,2020,3120.0,1.0
1582,56.0,2019,3110.0,1.0
1583,56.0,2018,2910.0,1.0
1584,56.0,2017,2730.0,1.0
1585,56.0,2016,2640.0,1.0
1586,56.0,2015,2540.0,1.0
1587,56.0,2014,,
1588,56.0,2013,,
1589,56.0,2012,,
1590,56.0,2011,,
1591,56.0,2010,,
1592,56.0,2009,,
1593,56.0,2008,,
1594,56.0,2007,,
1595,56.0,2006,,
1596,56.0,2005,,
1597,56.0,2004,,
1598,56.0,2003,,
1599,56.0,2002,,
1600,56.0,2001,,
1601,56.0,2000,,
1602,56.0,1999,,
1603,56.0,1998,,
